EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRDO,TRDS,TRFB,TRFK,TRFY,TRHM,TRJR,TRSB,TRSW,TRTA,TRTL,TRTS,TRWU,PLTY,PPOS,PYWT,PLDT,PCPH,PROL,PCBT,PSA3,PSB2,PSB3,PICN,PHAN,PSA4,PSB4,PSA5,PSA6,PSB5,PSB6,PSTY
6,0,64,25,59,75,21,22,10,11,42,2669,236,4,99,31,3,44,6,11,22,57,KleinElijah_1126,10,Elijah,65,1126,76,4,Pomona,10,92,79,67,24,29,10,16828,81,24,0,25,-31,82,19,12,1,Klein,10,100,10,99,18,15,19,32,23,17,31,12,13,1126,69,74,77,77,10,0,73,73,71,5,70,89,104,14,10,34,2,62,78,1,0,83,10929,12,33,15,19,1,82,24,26,10,382,8,4,34,382,159,50,1,21,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,1,6,0,0,3,119,7,3,0,0,0,0,0,0,0,0,0
4,0,82,24,72,51,25,14,35,21,41,943,314,1,23,39,1,1,7,24,15,58,ClaytonTravis_1130,23,Travis,132,1130,79,64,Basingstoke,10,87,67,66,46,53,10,35005,84,35,0,46,-31,75,33,9,1,Clayton,7,100,31,99,25,41,28,47,37,30,41,9,26,1130,63,74,69,64,12,0,72,70,68,15,23,0,0,0,0,0,2,79,74,10,0,79,10373,16,33,22,24,1,81,18,29,11,23,7,1,0,23,141,50,1,31,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,5,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
4,0,85,25,67,67,42,33,72,15,30,2477,153,4,98,52,3,2,7,34,55,58,JeanBaptisteJavontae_1134,63,Javontae,221,1134,77,31,Spring Valley,10,90,90,83,29,34,10,33340,20,45,0,74,-31,80,41,31,1,Jean-Baptiste,22,100,64,99,69,78,42,46,29,35,49,30,38,1134,66,48,48,49,6,0,40,40,40,13,70,89,104,13,9,31,1,84,74,20,0,77,10121,5,75,6,9,1,80,30,18,6,382,5,4,31,382,100,50,1,43,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,10,1,26,0,0,2,119,6,3,0,0,0,0,0,0,0,0,0
1,0,92,24,87,59,64,62,53,21,58,119,160,4,80,69,3,4,7,15,82,88,AnthonyDaijahn_1137,44,Daijahn,158,1137,72,45,Richmond,10,93,33,88,15,17,60,19516,28,60,0,85,-31,60,71,64,1,Anthony,63,100,37,99,57,76,26,54,62,64,54,70,20,1137,66,35,35,35,16,0,35,35,35,3,61,78,90,2,2,8,1,88,84,25,0,56,10000,15,70,20,21,1,88,36,31,15,330,15,4,8,330,40,50,1,30,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58,18,1,2,0,0,0,101,2,2,0,0,0,0,0,0,0,0,0
1,0,95,24,79,62,66,59,47,24,53,1191,116,1,23,60,1,6,7,25,89,76,DavisJaden_1138,34,Jaden,224,1138,70,8,Fort Lauderdale,10,90,26,85,13,20,60,37693,13,52,0,56,-31,44,68,67,1,Davis,69,100,26,99,57,67,37,40,54,65,38,64,31,1138,66,20,25,21,13,0,30,35,30,3,23,0,0,0,0,0,1,91,83,15,0,58,10379,21,58,26,30,1,86,35,35,12,23,9,1,0,23,22,50,1,35,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,94,23,90,53,57,62,49,22,55,2103,328,4,85,71,3,7,7,27,35,95,HardenMyles_1142,34,Myles,157,1142,71,8,Miami Gardens,10,87,26,85,11,11,55,28093,19,57,0,73,-31,43,75,71,1,Harden,67,100,28,99,54,74,35,37,62,72,30,68,30,1142,68,25,30,25,14,0,30,35,30,3,66,83,94,3,2,10,1,89,83,38,0,59,10098,19,68,22,23,1,88,35,24,17,349,13,4,10,349,35,50,1,32,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,16,1,5,0,0,0,106,3,2,0,0,0,0,0,0,0,0,0
6,0,72,24,64,70,32,30,34,11,35,9103,119,1,103,24,1,8,7,5,39,54,SamacNick_1149,31,Nick,57,1149,76,34,Mentor,10,87,60,63,13,21,10,43965,78,22,0,44,-31,77,21,14,1,Samac,10,100,41,99,46,33,11,25,27,15,35,18,5,1149,62,68,66,67,10,0,71,70,69,5,103,0,0,0,0,0,2,65,81,1,0,84,10240,15,42,14,21,1,88,40,24,11,103,15,1,0,103,147,50,1,10,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,7,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,93,24,83,64,81,72,38,24,55,9055,167,1,23,73,1,9,7,25,87,84,DevonshireMJ_1150,35,MJ,287,1150,71,37,Aliquippa,10,92,38,91,18,22,80,25660,15,59,0,56,-31,39,84,62,1,Devonshire,69,100,21,99,65,64,29,31,61,76,30,67,33,1150,66,14,20,15,6,0,21,25,21,3,23,0,0,0,0,0,1,91,86,35,0,51,10055,8,42,12,16,1,75,22,24,21,23,10,1,0,23,19,50,1,35,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,64,25,63,69,33,24,76,12,26,4216,400,4,94,42,3,12,7,4,55,58,RodriguezLeviDrake_1153,70,Levi Drake,115,1153,76,42,Georgetown,10,90,50,66,12,16,10,9148,18,18,0,81,-31,82,31,21,1,Rodriguez,25,100,68,99,69,76,15,34,15,21,32,28,8,1153,69,45,45,45,9,0,45,45,45,5,75,91,103,3,3,12,2,72,84,5,0,84,10384,9,81,9,9,1,85,30,20,9,383,17,4,12,383,130,50,1,15,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,1,31,0,0,2,114,3,3,0,0,0,0,0,0,0,0,0
4,0,79,25,65,68,38,19,74,12,40,9077,158,4,96,36,3,14,7,3,44,61,LauluJonah_1157,72,Jonah,141,1157,77,27,Las Vegas,10,87,96,86,21,25,10,62140,19,25,0,79,0,84,24,22,1,Laulu,18,0,72,99,66,79,24,33,20,17,41,31,7,1157,69,45,45,45,6,0,45,45,45,13,80,96,108,0,0,0,0,74,78,0,0,84,10410,6,79,6,6,1,87,21,19,6,403,10,4,0,403,132,50,1,15,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,1,10,0,0,2,119,0,0,1,0,0,0,0,0,0,0,0
3,0,90,27,83,76,76,69,32,28,71,9113,234,4,78,88,3,15,7,73,27,80,VeleDevaughn_1160,10,Devaughn,100,1160,77,13,Indianapolis,10,84,14,86,20,20,80,32185,26,85,0,28,-31,37,74,20,1,Vele,25,100,10,99,25,35,71,49,83,68,41,27,75,1160,74,27,28,20,24,0,21,40,15,11,61,78,90,2,0,2,1,90,80,30,0,58,10278,23,33,30,37,1,79,32,49,37,330,31,4,2,330,50,50,1,76,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,3,0,4,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0
6,0,74,24,53,70,10,8,39,15,34,2843,116,4,99,35,3,17,7,5,79,55,LeeMatt_1161,15,Matt,67,1161,76,8,Oviedo,25,91,65,76,14,22,10,12989,79,25,0,29,-31,73,10,13,1,Lee,11,100,25,99,24,35,13,19,15,10,20,12,8,1161,62,68,73,68,8,0,72,68,64,5,72,91,105,10,8,26,2,71,82,1,0,82,10155,7,31,11,12,1,77,22,30,6,387,5,4,26,387,150,50,1,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,7,1,2,0,0,3,119,5,3,0,0,0,0,0,0,0,0,0
5,0,76,25,67,66,32,21,72,17,38,739,232,1,23,39,1,18,7,5,25,63,ByrdSolomon_1163,61,Solomon,211,1163,75,4,Palmdale,10,84,50,78,12,14,10,3515,26,25,0,74,-31,81,48,30,1,Byrd,33,100,63,99,67,77,7,35,32,42,43,32,7,1163,62,35,35,35,8,0,40,40,40,13,23,0,0,0,0,0,1,72,74,25,0,73,10027,6,74,7,9,1,83,20,22,6,23,10,1,0,23,95,50,1,14,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,11,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,65,24,66,65,10,5,59,12,42,9059,57,0,103,39,0,19,7,15,54,59,EzirimJosiah_1164,49,Josiah,266,1164,78,34,Hilliard,10,90,72,73,11,19,10,43581,84,34,0,63,0,82,10,10,1,Ezirim,10,0,61,99,45,66,27,10,32,10,21,12,20,1164,64,66,69,69,5,0,70,69,70,15,0,0,0,0,0,0,0,67,80,0,0,88,10068,5,56,6,6,1,84,25,16,5,0,9,0,0,0,169,50,1,26,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,9,0,27,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,73,24,66,73,43,33,75,12,46,614,37,1,96,48,1,23,7,17,64,57,BriggsJowon_1165,74,Jowon,266,1165,73,34,Cincinnati,10,90,91,66,19,23,15,3133,18,18,0,82,-31,86,36,19,1,Briggs,19,100,80,99,70,79,29,45,15,32,56,27,22,1165,74,45,47,45,6,0,45,45,45,13,96,0,0,0,0,0,2,72,82,15,0,88,10368,6,84,6,6,1,88,25,21,6,96,10,1,0,96,153,50,1,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,12,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5,0,92,25,74,68,71,67,29,14,71,8056,253,4,80,76,3,26,7,47,74,77,CulpDevin_1166,17,Devin,273,1166,76,46,Spokane,10,90,82,85,15,18,18,4284,51,73,0,27,-31,57,68,14,1,Culp,17,100,17,99,22,28,64,64,72,62,65,21,51,1166,62,51,50,49,6,0,53,51,50,11,61,78,90,2,2,8,1,90,81,15,0,68,10047,6,33,10,15,1,84,29,30,10,330,10,4,8,330,77,50,1,58,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,4,1,6,0,0,0,101,2,2,0,0,0,0,0,0,0,0,0
6,0,74,24,55,69,50,32,20,17,33,2096,80,1,40,35,1,28,7,16,20,57,HansonCJ_1169,10,C.J.,60,1169,77,29,Bergen County,10,90,61,81,20,21,10,6461,80,32,0,38,-31,78,48,12,1,Hanson,10,100,10,99,15,29,19,44,35,23,35,13,21,1169,64,70,72,69,11,0,70,69,65,11,40,0,0,0,0,0,2,72,79,5,0,82,10097,12,33,13,21,1,80,30,25,15,40,6,1,0,40,140,50,1,22,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,8,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,91,23,81,61,65,63,66,31,56,6721,170,1,40,57,1,30,7,10,55,81,KaneSanoussi_1170,42,Sanoussi,232,1170,71,31,Harlem,10,90,42,87,47,53,55,13501,32,49,0,81,-31,64,67,64,1,Kane,66,100,47,99,60,81,12,45,52,63,55,62,11,1170,66,31,33,33,24,0,35,35,35,3,40,0,0,0,0,0,1,88,83,20,0,58,10406,22,71,23,35,1,89,25,31,32,40,23,1,0,40,47,50,1,15,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,65,25,55,71,14,19,35,10,29,9079,97,4,98,29,3,34,7,6,76,52,LevestonKT_1171,10,KT,284,1171,76,42,Waco,10,91,72,69,10,13,10,58555,79,14,0,35,-31,81,14,12,1,Leveston,10,100,10,99,10,25,12,33,12,15,28,11,8,1171,67,67,71,71,7,0,76,75,75,5,74,92,105,8,6,14,1,60,81,10,0,85,10157,5,35,5,10,1,90,40,13,6,390,5,4,14,390,177,50,1,12,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,9,0,24,0,0,3,119,0,0,0,0,0,0,0,0,0,0,0
6,0,72,25,71,70,21,19,31,7,41,9065,136,1,103,43,1,36,7,14,35,58,GargiuloNick_1172,24,Nick,57,1172,77,31,Yorktown Heights,10,90,66,79,20,22,10,39740,78,31,0,31,-31,80,30,11,1,Gargiulo,10,100,30,99,35,32,22,28,33,16,32,12,17,1172,66,68,71,70,7,0,70,69,69,15,103,0,0,0,0,0,2,64,79,1,0,87,10081,5,33,5,6,1,77,22,30,6,103,10,1,0,103,150,50,1,21,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,91,25,82,66,61,58,63,29,59,2613,4,0,103,66,0,37,7,10,77,88,KeyJaylen_1173,45,Jaylen,222,1173,74,19,"Washington, D.C.",10,91,43,87,11,12,53,59580,26,51,0,79,-31,64,66,64,1,Key,70,100,47,99,56,80,25,53,60,63,52,66,14,1173,66,25,30,24,14,0,35,35,35,3,0,0,0,0,0,0,1,87,84,20,0,53,10140,21,69,24,26,1,85,25,24,23,0,18,0,0,0,50,50,1,20,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,88,26,80,58,61,50,69,62,52,1516,90,0,23,57,0,511,63,5,25,71,EvansJoe_1210,64,Joe,24,1210,73,14,Ames,10,90,48,89,19,15,15,60091,28,49,0,78,-31,79,61,31,1,Evans,38,100,57,99,65,74,33,50,50,55,61,40,5,1210,63,45,45,45,49,0,45,45,45,1,0,0,0,0,0,0,1,82,85,25,0,74,0,52,72,57,59,1,84,22,65,50,0,58,0,0,0,86,50,1,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,86,25,74,42,72,66,21,65,61,2512,37,0,103,29,0,511,63,15,40,72,JonesEmory_1212,9,Emory,284,1212,74,9,LaGrange,10,89,15,74,20,21,20,59836,10,19,0,11,-31,19,69,12,1,Jones,9,100,9,99,20,28,19,47,20,63,39,18,17,1212,51,18,17,14,69,1,11,16,10,3,0,0,0,0,0,0,1,80,81,45,24,61,10927,67,24,68,73,1,84,77,83,74,0,65,0,0,0,43,50,1,18,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,91,25,83,65,65,58,52,36,61,5214,118,2,98,67,2,511,63,11,76,83,WallaceJosh_1223,37,Josh,249,1223,71,19,Bowie,10,86,30,83,17,18,55,11068,21,59,0,69,-31,53,69,70,1,Wallace,69,100,28,99,63,72,27,57,65,63,41,71,16,1223,67,25,25,25,14,0,34,15,33,7,98,109,0,0,0,0,1,86,84,32,0,60,10283,20,63,22,25,1,83,26,25,24,207,22,2,0,207,29,50,1,26,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,16,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,86,24,78,63,70,54,40,10,60,1036,162,0,84,64,0,511,63,10,60,79,CooperJrBump_1226,42,Bump,249,1226,71,4,San Jose,10,86,46,76,13,18,45,64445,15,59,0,47,-31,47,69,63,1,Cooper Jr,61,100,34,99,61,62,35,30,62,64,35,64,10,1226,58,35,35,35,6,0,35,35,35,3,0,0,0,0,0,0,1,84,86,30,0,58,10888,6,44,6,6,1,84,32,30,6,0,16,0,0,0,26,50,1,20,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,92,24,83,60,75,72,28,20,71,1983,55,0,103,75,0,511,63,64,59,84,GriffinTulu_1228,19,Lideatrick,284,1228,70,23,Philadelphia,10,90,82,83,16,20,82,47165,19,69,0,24,-31,36,78,20,1,Griffin,20,100,11,99,21,33,62,47,73,73,41,28,65,1228,64,13,30,18,6,0,17,40,23,1,0,0,0,0,0,0,1,91,78,10,0,53,0,6,27,10,15,1,79,26,24,10,0,19,0,0,0,21,50,1,67,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,74,26,61,59,20,18,10,12,32,301,11,2,109,31,1,511,63,10,35,51,BatesJake_1238,10,Jake,50,1238,70,42,Tomball,10,89,39,60,86,97,10,6459,15,10,0,24,-31,15,10,10,1,Bates,10,100,10,99,15,25,12,10,12,10,10,10,10,1238,76,15,20,15,20,0,15,20,15,5,70,104,0,15,5,20,2,72,82,99,0,35,10871,13,26,22,28,1,61,45,32,20,174,15,2,20,174,42,50,2,10,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,73,25,60,62,18,8,26,12,27,9126,87,1,103,20,1,511,63,5,30,47,HaggardLuke_1239,13,Luke,59,1239,78,4,Petaluma,10,90,72,70,20,20,9,6204,72,14,0,31,-31,82,17,12,1,Haggard,8,100,12,99,19,31,15,15,14,11,28,14,5,1239,64,71,73,70,6,0,70,71,71,15,103,0,0,0,0,0,2,67,71,10,0,84,10906,6,29,6,6,1,84,21,24,6,103,15,1,0,103,145,50,2,13,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,0,75,24,54,60,15,19,26,12,22,9134,68,0,97,20,0,511,63,5,54,55,JohanningJake_1240,10,Jake,23,1240,72,20,Springfield,10,90,63,68,11,10,10,5564,76,15,0,27,-31,76,12,12,1,Johanning,10,100,10,99,10,27,12,20,14,10,30,12,8,1240,60,64,64,66,6,0,67,66,67,5,0,0,0,0,0,0,2,69,83,1,0,86,0,6,25,6,6,1,84,32,17,6,0,14,0,0,0,130,50,1,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,0,91,25,76,63,71,66,43,24,59,4503,112,0,80,61,0,511,63,17,71,77,SheppardJaQuan_1242,42,Ja'Quan,287,1242,74,8,Zephyrhills,10,90,46,80,15,20,58,25020,25,58,0,51,0,47,70,66,1,Sheppard,66,0,31,99,62,63,23,45,61,66,44,67,21,1242,62,10,15,12,21,0,20,25,20,3,0,0,0,0,0,0,0,86,85,30,0,59,0,13,50,19,23,1,85,20,30,22,0,11,0,0,0,39,50,1,24,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,16,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,87,25,75,61,46,28,72,12,40,4757,252,0,80,40,0,511,63,5,50,66,StoneJrRon_1243,62,Ron,132,1243,75,42,Carrolton,10,90,76,84,14,19,10,53820,17,39,0,74,-31,71,48,38,1,Stone Jr,41,100,65,99,64,71,18,51,38,37,48,45,9,1243,62,45,45,45,6,0,45,45,45,13,0,0,0,0,0,0,1,83,88,40,0,71,0,6,73,6,6,1,88,22,25,6,0,10,0,0,0,87,50,1,17,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,11,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,76,25,66,61,25,12,73,12,26,7457,65,0,23,30,0,511,63,3,55,53,LovettSrFabien_1245,59,Fabien,186,1245,75,23,Olive Branch,10,82,96,67,15,15,10,11707,26,22,0,78,-31,81,20,22,1,Lovett Sr,15,100,64,99,63,68,12,29,17,16,34,33,5,1245,64,45,45,45,6,0,45,45,45,5,0,0,0,0,0,0,2,73,75,20,0,84,10163,6,74,6,6,1,82,20,19,6,0,10,0,0,0,156,50,1,13,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,12,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,87,24,90,55,71,57,59,15,68,5392,59,1,23,70,1,511,63,18,60,79,WoodJulius_1247,29,Julius,254,1247,73,34,Columbus,10,89,32,81,19,17,30,4669,24,62,0,79,-31,61,72,66,1,Wood,67,100,35,99,57,80,25,53,68,62,48,63,25,1247,64,35,35,35,6,0,35,35,35,11,23,0,0,0,0,0,1,88,85,35,0,63,10994,6,72,6,6,1,86,22,21,6,23,12,1,0,23,33,50,1,35,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,93,27,82,75,67,62,52,12,60,2423,25,1,45,64,1,511,63,29,52,83,IngramJaMarcus_1248,42,Ja'Marcus,244,1248,74,42,Dallas,10,86,42,86,16,21,30,5177,13,57,0,70,-31,54,69,68,1,Ingram,73,100,35,99,72,72,37,49,64,63,40,72,33,1248,72,35,35,35,6,0,35,38,35,3,45,0,0,0,0,0,1,90,85,10,0,68,10916,6,67,10,15,1,82,31,27,10,45,10,1,0,45,30,50,2,38,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,90,23,78,73,60,52,42,38,62,9133,232,3,96,65,2,511,63,58,35,73,RolandWallaceChristian_1251,45,Chris,210,1251,72,4,Palmdale,10,88,30,85,15,18,55,48445,18,63,0,50,-31,45,72,71,1,Roland-Wallace,65,100,37,99,71,69,61,28,65,64,33,70,60,1251,67,34,33,33,35,0,34,34,33,8,64,96,108,15,0,15,1,86,90,25,0,64,10960,31,56,34,36,1,89,26,38,32,268,26,3,15,268,42,50,1,62,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,90,24,69,62,65,55,26,18,67,371,72,0,23,72,0,511,63,48,33,70,BensonLuke_1253,16,Luke,56,1253,76,37,Chalfont,10,90,41,82,20,22,10,53693,48,71,0,30,-31,51,64,14,1,Benson,10,100,22,99,24,33,67,65,73,60,60,24,57,1253,58,49,51,47,6,0,47,52,49,11,0,0,0,0,0,0,1,87,86,15,0,73,0,6,33,6,6,1,85,25,25,6,0,10,0,0,0,81,50,1,60,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,92,25,90,61,55,47,49,21,63,1245,65,0,80,64,0,511,63,11,66,77,DentAkeem_1259,36,Akeem,208,1259,72,8,Pahokee,10,90,46,81,11,11,45,53308,17,60,0,50,-31,48,65,62,1,Dent,62,100,29,99,54,68,18,46,57,57,39,64,16,1259,63,35,35,35,12,0,35,35,35,3,0,0,0,0,0,0,1,89,79,15,0,62,0,9,65,11,15,1,85,26,23,21,0,11,0,0,0,43,50,1,20,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,78,25,68,63,64,53,33,12,68,2264,178,0,79,74,0,511,63,48,26,65,HeinsZach_1260,20,Zach,2,1260,78,40,Sioux Falls,10,84,49,76,20,22,10,43452,56,72,0,15,-31,69,62,12,1,Heins,10,100,20,99,15,28,62,63,75,53,61,15,53,1260,57,55,56,54,6,0,53,57,56,11,0,0,0,0,0,0,1,74,81,10,0,71,0,6,41,10,15,1,87,22,20,10,0,13,0,0,0,99,50,1,58,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,75,24,57,63,17,8,20,12,29,7422,118,1,23,19,1,511,63,5,25,57,BarnhartKarsen_1263,10,Karsen,57,1263,77,21,Paw Paw,10,90,61,74,14,14,15,4413,79,10,0,62,-31,77,10,10,1,Barnhart,10,100,20,99,22,27,15,15,12,10,29,17,5,1263,62,69,66,69,6,0,69,68,68,15,23,0,0,0,0,0,2,65,78,10,0,82,10006,6,55,6,6,1,88,44,22,6,23,15,1,0,23,156,50,1,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,8,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,94,24,80,65,69,52,44,22,59,2117,153,1,96,57,1,511,63,15,35,81,HarperThomas_1265,42,Thomas,287,1265,70,41,Knoxville,10,77,12,91,15,20,45,11580,21,64,0,55,-31,47,67,73,1,Harper,66,100,36,99,64,73,20,42,61,60,42,71,18,1265,70,35,35,35,16,0,35,35,35,6,96,0,0,0,0,0,1,89,89,10,0,60,10908,10,68,15,20,1,84,31,25,27,96,22,1,0,96,29,50,1,22,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,91,27,87,62,70,60,42,12,61,5221,160,0,80,64,0,511,63,19,35,83,WaltonZamari_1266,40,Zamari,272,1266,73,8,Melbourne,10,87,39,83,16,21,30,64058,13,60,0,48,-31,47,69,61,1,Walton,62,100,31,99,60,62,27,49,58,63,40,66,23,1266,62,35,35,35,6,0,35,38,35,13,0,0,0,0,0,0,1,88,89,15,0,55,0,6,49,10,15,1,80,31,27,10,0,10,0,0,0,28,50,1,28,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,80,24,67,68,28,12,69,12,26,3130,290,0,79,35,0,511,63,3,42,57,MasonMicheal_1267,60,Micheal,200,1267,74,39,Florence,10,88,78,79,19,21,9,60732,14,17,0,78,0,79,29,21,1,Mason,23,0,68,99,67,72,17,31,20,25,38,27,6,1267,62,44,44,45,6,0,45,44,44,13,0,0,0,0,0,0,0,72,76,95,0,78,0,6,71,6,6,1,86,21,22,6,0,16,0,0,0,116,50,1,13,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,10,0,14,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,55,25,40,62,13,20,29,12,29,3815,208,0,80,19,0,511,63,5,45,43,PatrickWillis_1268,12,Willis,244,1268,75,42,Grand Prairie,10,90,66,65,16,15,10,64060,79,12,0,45,-31,78,10,10,1,Patrick,10,100,34,99,21,21,10,34,18,10,35,10,5,1268,60,64,65,69,8,0,67,68,65,5,0,0,0,0,0,0,2,61,84,5,0,82,0,6,25,6,6,1,83,23,22,6,0,12,0,0,0,159,50,1,10,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
